column1	column2	column3	column4	column5	column6	column7	column8	column9	column10	column11	column12	column13	column14	column15	column16	column17	column18	column19	column20	column21	column22	column23	column24
row1	0.904741598978549	-0.352298231840035	0.501609628896239	1.26769942043408	0.825122880394366	0.16215217208069	-0.286986739648993	0.680326224265004	-0.162965792765613	0.825453733668345	0.782177265154048	-0.496253575196019	-0.0895257971900992	-0.35520328184965	0.107269413314608	0.963221990431761	-0.392452234728538	-0.187801435834887	1.08736319849092	0.713219864615859	-0.185330015896205	-0.142386503525504	0.64076688934037	1.32662883973569
row2	0.908829723187044	0.791571205919784	1.07263155519018	0.0129952085979544	0.139197779781992	0.468336933014404	1.28149476661024	0.389982559168159	-0.347353489460256	1.35089216768736	1.11833752320829	2.05005447026284	1.37702689259226	-0.774376402115111	0.982966373130768	0.238543811843289	-0.535895613237789	1.30035441183621	0.142378906388602	0.447164332998113	0.447562830522511	-0.312519633924628	0.705714960307865	0.812093736010326
row3	0.280746677542739	0.0298749686923003	0.7052594807425	1.21514234817999	0.174726728287445	0.209491202462232	-0.642357861158898	-0.313953038019686	0.217590745416901	-0.297308633729756	0.432205764812828	-0.25803191547239	-0.568651810332872	-0.51321045015339	-0.0451597969829258	0.822728798463011	-0.0225138624044601	0.242729989452439	1.09511515784623	0.585261194187741	0.192640200563165	0.512785684848349	1.63613338973426	1.13391750766584
row4	0.0272955844380536	0.758109687145628	0.533350435465092	-0.496374244344291	-0.526111410216865	0.567243568673313	0.812709571116493	-0.0142733776743515	1.08447798266926	0.242666173109124	0.878387381897981	1.38452112050045	0.837657044254583	0.107970784371986	0.452001866462668	0.816480356515725	0.0265021133652521	0.407259957701345	-0.0262566396693683	0.955695645897981	0.344320127050045	0.0766865589182576	1.78572907293332	0.528008366637481
row5	-0.325524447844094	1.03264651676266	1.12495728548461	0.666951471249613	0.449058372142389	1.0423686460986	2.6205199674712	0.75823530221477	-0.233327676811609	1.34395838648791	0.851761951378447	0.859802332414877	1.99860669237398	-0.509287691553544	0.770817333644447	-0.0942170175739895	-1.15458443782041	1.27159702961604	0.605990216686146	0.8304101488949	-0.190235500506191	-0.147535741496136	1.01233661740918	0.214074971052218
row6	0.584032691942329	-0.473737307092401	0.545248323569611	0.868247982386721	-0.197637174899734	-0.0356540430617993	-0.320353004152688	1.05534135797256	0.777169014950021	0.459498304530383	0.255064773430763	-0.0277809827622697	-0.211248416169812	0.0166914216851809	-0.325974950847729	0.544603611536647	0.891012542670852	0.369973755438667	0.815377057825283	1.27379052949188	1.85753249344164	0.88491125525836	0.567019322684232	0.537275588586867
row7	0.395103414385746	1.14911379577036	0.211265999470222	0.41004688447623	1.25960885569409	1.63159258804475	0.813780621948085	-0.0416845332359146	-0.103958639009799	0.868901255298766	1.51878700912022	0.356484761982411	0.75035399141387	0.292306874818035	2.06422594950809	0.841872760925356	0.151764320702129	0.374364319187528	0.123655515891129	-0.129324314030086	0.439066743766521	-0.843346655371207	0.483481920362004	0.979502688893913
row8	2.19872624002488	0.554924069464859	0.768006378516993	0.79316174320394	0.682625867545545	-0.287194344881635	-0.220581608452643	0.49675192798106	-0.110243280909375	-0.20716997395943	1.23806663915131	0.0596226182137921	-0.394310985427001	1.09366649650829	0.44232524948846	0.612927535197297	-0.123345939231187	-0.0504874426644042	0.992846293416543	0.676477184340865	0.0906517398745751	0.502869262231128	1.88975145488757	0.730595420011204
row9	1.02709051168846	-0.128046096099124	0.455717443930558	0.367174187360889	0.276721391786389	0.225752026539607	-0.512064395302457	1.89345656840154	1.17990691352868	0.303982161112517	1.15009933883341	0.150576681083357	0.565668606707088	0.763604296136033	0.0389804247818554	0.981263984242136	0.63555438535443	-0.7219465804859	-0.266451001445299	-0.378263697778819	0.367469382696733	1.03525419571229	1.32042308298874	0.51233749141307
row10	0.689083886104254	1.31828483701692	1.50124136514641	1.00747158637183	0.688693986511965	0.825174806023223	1.48848669334281	0.126659256997377	-0.632698175784132	0.213927920427256	1.15058799610029	1.39386942373759	1.1072226547908	0.0619271219223069	0.629331951863586	0.469589022669963	0.224104889314713	0.69441704165979	0.0307306481965531	1.34221785404706	0.410790540818744	0.418893522247262	-0.732949096880014	1.33552741443147
row11	1.00556459361044	0.353794176917794	1.41268993137962	-0.321574476014489	0.985579223535843	-0.658508066152621	-0.361532984969937	0.274198479754035	0.165890981957848	-0.238123447307789	1.68928506847962	0.121843714799546	-0.25109935917143	0.766305313092595	-0.507796289301772	1.42286577009465	-0.173771299698867	-0.679920351910697	0.10485938136797	-0.0788231675076385	-0.0694456812195223	-0.354600381291196	1.14321220981441	1.11364596083647
row12	0.390474810533262	0.0588232985500629	0.32804138293577	-0.333737548792831	0.842154714708232	-0.480928317065064	0.0528380970744717	1.20038572529703	0.656573574053237	-0.190113260143881	0.23944134122374	-0.808941354144582	0.02061646099647	1.24892523911462	0.921931002616104	0.305610067964128	0.466088147006577	-0.730320035462411	1.04039974807576	1.64653948691555	1.06464386758047	0.719762176723894	0.55907225552334	0.587401350080628
row13	1.08419193653455	-0.245278721850334	1.29925438557291	0.693013284174838	0.924821522816678	0.722275429211674	-0.424852173016791	0.722079432622962	1.61204089871973	-0.287673481304196	0.523577216380764	0.259703601971731	-1.02662361077026	1.35067795078184	0.117693286142428	0.922506502033718	0.48699777584638	0.954551784608742	0.44318005224693	0.433424517835528	1.2304581029946	1.77935415707456	0.610509734280501	0.714083382485253
